39,6
71,0
100,4
88,2
104,8
17,8
59,3
85,9
76,0
51,4
87,5
66,7
94,3
70,6
55,6
18,1
19,3
93,8
17,0
25,1
44,7
67,0
43,6
36,6
71,1
104,5
85,8
32,8
90,3
47,5
104,2
31,7
90,7
27,5
75,1
85,1
93,5
57,0
70,3
88,7
61,0
11,6
101,9
93,5
54,2
44,3
41,7
16,5
26,1
73,1
83,5
22,1
88,6
80,1
54,3
66,5
85,1
80,0
100,1
19,0
69,8
39,2
105,9
12,6
15,3
54,9
59,7
79,6
49,0
84,9
114,30
355,15
589,25
253,20
489,24
430,19
158,30
543,27
148,20
253,14
123,25
122,20
310,11
391,25
305,16
399,23
370,15
523,19
290,13
190,29
134,20
333,27
464,16
251,28
577,29
107,11
184,29
287,28
581,14
117,21
501,16
444,29
593,13
284,30
406,14
416,25
559,19
134,17
194,22
287,28
242,22
172,30
467,19
395,12
392,22
523,12
570,30
231,24
469,29
139,13
452,22
172,27
134,13
474,26
352,22
401,24
115,18
297,22
274,26
344,17
217,14
449,30
584,27
310,21
235,18
399,19
316,14
162,19
229,12
292,21
1072,26
682,19
896,13
133,11
873,24
576,29
534,14
520,22
445,12
714,27
680,13
936,17
748,30
850,21
550,18
388,16
265,19
494,16
804,12
289,19
961,20
884,18
721,19
1094,17
602,23
647,14
810,17
695,11
621,19
832,18
1035,23
407,12
261,22
540,13
133,26
564,24
669,21
732,23
1040,24
390,18
597,17
784,30
395,18
847,28
1014,19
179,28
342,22
140,28
840,17
322,25
566,28
1018,15
234,29
300,24
601,30
793,19
842,14
546,19
645,29
748,13
200,23
304,17
285,23
127,17
935,17
714,25
923,17
679,23
1060,26
271,17
