feyufpzee,2,4,1017,0
zjsvilrpuda,1,8,2334,0
fzkfqqrayh,1,4,2186,2
rdq,2,3,2271,1
nuh,1,9,1822,0
xpubkt,1,8,2326,1
svixoecjn,1,5,2393,1
pwkpmhb,0,2,1427,0
axvywwxzan,1,3,2234,0
sxmiujknuzgn,1,2,2822,1
ujmts,0,0,2167,1
ixgs,0,7,1920,0
xngjbmaehxv,1,1,1294,2
bnmfi,2,5,1784,2
vpzkt,2,0,2613,1
dicccjwbrrl,1,6,1506,2
hvpcipnbairq,1,9,1683,1
svqxvmvo,1,5,2885,2
vkkcqiwk,2,5,2396,1
obdoeyiwbiee,0,8,2360,0
ykmf,2,0,2487,1
gdlhmgqex,1,9,1830,1
syvnyrvypgeq,2,6,2529,0
dkl,0,4,1494,0
bxpvzuwdn,2,0,1955,0
ivxrxpqw,1,9,2600,0
xajvbfmw,1,7,2477,1
ybjf,1,4,2890,2
wsuveaxar,0,5,1483,1
fmtzptrh,2,0,2940,1
mpqmixihzz,1,8,2020,2
wxokkyci,2,4,2714,2
kjw,0,6,1943,0
paowwyx,2,6,2457,2
gdvoclh,0,7,2185,1
lzrohpynsff,0,5,2985,0
ihzedmd,1,2,2394,0
iavm,2,0,1961,1
zquzwp,1,2,1319,2
salgsxxt,0,0,2848,0
fwz,0,8,2716,1
iwldmmlgdo,1,8,1429,2
yup,0,7,2119,2
qenr,1,3,2027,2
oywhobpnrgee,1,9,2996,0
sjuabnu,2,4,1072,1
igg,1,4,2373,2
qdgypsw,1,2,2167,0
