jzgasvhyusc,2,4,2942,1
ivqfiekpfa,2,3,2842,0
nzktkwrzany,0,1,1375,2
vbt,0,5,2868,2
nkqlgljyxv,0,2,2423,1
ebiijwxr,1,0,1514,0
xxq,0,4,2875,0
rjwup,1,1,2230,0
ugtlmyxl,0,5,1962,0
owhlqw,2,2,2490,2
qifozhndndkp,0,3,2969,0
jfpftblsh,2,6,1190,2
dmbhnxufwdv,2,7,2030,1
tyjsiyyzyxg,1,6,2528,0
ngtsyruu,1,1,1189,0
pfhyg,1,4,2692,0
zxyuhu,0,7,2321,0
jquqjyjf,1,6,2728,2
vqiaefxwfnso,0,7,2402,2
cvplbcpsbjnb,1,9,1107,1
aocdk,0,6,2240,1
akkqgbyzm,1,8,2218,1
jfpmgda,2,3,2480,1
nahkvum,0,7,1541,2
rhp,2,5,2341,0
avazbmwwv,1,6,1488,0
rucfztt,0,4,2912,2
jbmwkon,0,2,1643,2
zmfkrm,1,8,1031,2
mucfijy,2,0,1754,0
iathd,2,7,1676,0
aau,1,6,1929,1
fgnfzabunon,0,2,2222,1
hlys,1,2,2382,2
aolyhp,0,6,1420,0
wpeepymu,0,2,2847,1
rfxvlycgpun,0,1,1750,0
kuppjktdh,1,0,2069,2
yfinzoha,2,1,1010,1
mchlvk,2,3,1224,2
aroubzkjv,0,5,2558,0
jnb,0,4,2269,0
hifufxjswn,2,2,2321,1
xbntdjwk,2,8,1328,2
ofzxsyom,1,2,1694,2
qqf,0,7,2267,2
urqr,1,2,2152,1
vopfmi,1,8,2102,0
