cpcgxtotccb,1,8,2356,0
rcqpr,1,6,1055,0
krfyvttxv,1,1,2743,0
tjol,0,5,2862,1
yiew,2,2,2627,2
cebu,0,9,2237,1
xhw,2,9,1942,0
gwc,2,8,1568,0
woxj,1,2,2358,2
xdku,2,3,1963,2
oltvyzcvlsgd,0,3,1405,0
zsryykzdfq,2,8,1656,1
rdqef,2,2,2241,0
fageacnkd,2,5,2632,0
tqkwmylkr,2,2,1775,2
kpnfltif,1,2,2615,0
drtsn,0,0,1762,0
vppc,2,4,2208,1
cxbsfld,2,7,2862,2
tsctymydnswx,2,9,2052,0
aaohndg,0,6,1494,1
eil,0,9,1976,0
snjstipx,1,8,2021,1
nfmbzulwpsm,1,9,2729,0
tmbfpkm,2,6,2070,0
tzdruxi,1,2,1818,2
qfluvybwpz,0,1,2424,1
pdslkdcds,0,4,1219,0
bcqrm,0,6,1898,0
ykouddi,0,2,2131,0
qckphkblhgl,1,1,2882,0
aatuhvd,0,8,1646,2
xkpullr,0,8,1210,2
epgireiz,2,1,2962,2
qylywvszth,0,6,2717,2
zpddpfd,1,4,1832,1
ekdujipaoc,2,7,2275,0
vrmgujm,1,3,2867,2
euyccp,0,8,2706,0
ila,2,3,1777,1
qvq,2,1,1023,0
phxwcldr,0,6,2033,0
ggaqwvafdlrx,0,3,1326,1
ietwyz,1,0,2323,1
uposquzj,0,5,2852,1
aggiivchgu,2,6,1843,2
uaozhjgs,1,0,1702,2
qjtkpzbtlvjy,0,3,1382,1
