tev,1,8,2824,1
pfegceyz,2,2,2562,0
drqjztp,2,7,2351,2
sopkhrnad,2,4,2965,0
wimjwvmlxzq,2,3,2713,1
nxvxkcistsl,0,1,2150,1
vvzu,0,4,1380,0
uorvbmc,0,0,1184,2
utl,1,6,1405,2
owj,2,7,1949,2
hvmzpsa,1,0,1659,2
bbzqj,2,8,2541,0
lxvekw,2,5,1967,1
lhzgetbkgf,0,5,2978,0
wvno,0,3,1037,1
qsmfasyl,1,2,1475,1
iatvcbxx,0,2,2038,1
tkur,0,4,2159,2
ffkpxonxac,1,6,2947,0
sie,2,7,2228,2
kowqdw,0,1,2515,2
wmwn,0,6,2889,2
tacpbmupbfh,2,3,2583,2
nrzwgooucxs,0,7,1792,2
stqiewq,1,8,2849,2
hcejkhfkvedl,0,0,1496,0
utknmbbiubw,1,9,1699,0
nppazx,0,1,2727,0
sunw,1,4,1694,1
domtxdqjd,0,2,1730,2
nzsrpeslw,1,6,1574,0
wsftvfvy,1,6,2771,2
doygsbhjxpa,2,3,2321,2
iaeimordnux,2,0,1410,2
hhd,1,5,2119,1
poj,2,2,1409,1
speumejou,0,4,2742,2
sry,2,2,1753,0
ihbbqtuh,0,0,2697,2
tqjymivdsa,2,4,2538,0
hsutntpgklzq,2,3,2213,1
jdh,2,9,1041,2
wyqcwveoyw,0,0,2113,1
gdviet,2,7,1626,1
elugehziv,2,0,1793,0
fhsw,1,9,1153,2
tnetolmbgcqo,1,7,2351,0
usnctkiofu,2,4,1214,1
